IRGC_ID,COUNTRY,LAT,LON,bdodmean,cecmean,cfvomean,claymean,nitrogenmean,phh2omean,sandmean,siltmean,socmean,ocdmean,T_ESP,T_ECE,S_ESP,S_ECE,pawc,moist
IRIS_313-9424,India,25.83333,93.43333,1.41,16.4,22.5,45.9,1.49,5.7,29,25.1,13.5,7.1,2,0.1,2,0.1,241.3040009,110
IRIS_313-9429,Vietnam,16.47278,106.66056,1.3,17.7,16.1,46.4,0.73,5.7,27.1,26.5,8.2,9.8,1,0.1,2,0.1,249.1390076,62
IRIS_313-9451,Thailand,13.03944,101.49194,1.44,14.8,12.1,33.7,0.42,6,31.5,34.8,4.9,8.6,3,0.1,2,0.1,244.2519989,98
IRIS_313-9484,India,22.66667,80.33306,1.81,44.7,15.3,48.7,0.45,7.6,10.8,40.4,3.7,7.3,1,0.2,3,0.3,194.0509949,92
IRIS_313-9492,India,21.12778,82.80056,1.67,29.2,23.1,42.2,0.52,7.2,22.8,35,3.4,6.2,1,0.1,1,0.1,220.5570068,110
IRIS_313-9505,Philippines,13.11139,121.04722,1.2,20.3,18.8,33.1,0.99,5.8,32.4,34.5,10.7,10.5,1,0.1,2,0.1,251.2030029,110
IRIS_313-9567,Thailand,13.03944,101.49194,1.44,14.8,12.1,33.7,0.42,6,31.5,34.8,4.9,8.6,3,0.1,2,0.1,244.2519989,98
IRIS_313-9574,Brunei,4.53389,114.75167,1.18,15.1,10.2,35.2,1.23,5.1,30.3,34.5,207.2,12.3,1,0.1,2,0.1,240.0930023,110
IRIS_313-9582,Malaysia,2.55722,113.00083,1.21,11.8,3.1,40,1.43,4.9,27.7,32.3,216.1,7.7,1,0.1,2,0.1,241.8800049,110
IRIS_313-9594,Bangladesh,22.58333,92.33333,1.26,20.4,23.9,36.3,0.83,5.3,31.5,32.2,4.8,6.7,1,0.1,1,0.1,248.3760071,999
IRIS_313-9605,India,27.1425,80.8575,1.5,20.9,13.4,33.9,0.49,7.3,31.9,34.1,2.4,7.6,2,0.1,2,0.1,226.5570068,146
IRIS_313-9606,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-9617,Bangladesh,23.61167,90.33972,1.35,18.6,8,45.3,1.27,5.7,24.1,30.7,24.3,9.2,2,0.1,2,0.1,230.4100037,200
IRIS_313-9637,Vietnam,16.47278,106.66056,1.3,17.7,16.1,46.4,0.73,5.7,27.1,26.5,8.2,9.8,1,0.1,2,0.1,249.1390076,62
IRIS_313-9669,Thailand,18.83333,99.5,1.37,13.8,22.7,35.6,0.5,5.8,37.1,27.3,5,7.3,1,0.1,2,0.1,249.1390076,110
IRIS_313-9694,Malaysia,4.93333,115.88333,1.14,16,11.6,49,1.48,5.3,24.4,26.7,44.7,14.9,1,0.1,2,0.1,240.0930023,110
IRIS_313-9697,Thailand,7.46667,99.68333,1.3,15.1,10,43.1,0.93,5.4,24.3,32.6,9.2,9.9,1,0.1,2,0.1,237.2030029,110
IRIS_313-9699,Malaysia,2.03028,109.6425,1.15,13.9,13.6,40.2,0.8,5.4,33.7,26.1,31.7,8.7,3,0.1,6,0.1,257.947998,80
IRIS_313-9730,China,27.57667,111.55833,1.45,19.5,23.2,35.9,0.72,5.9,24.6,39.5,7,6,2,0.1,2,0.1,245.9160004,110
IRIS_313-9831,SriLanka,6.84639,80.03194,1.19,21,7.3,33.9,2.11,5.5,30.9,35.2,21.2,12.1,2,0.1,3,0.1,252.2200012,146
IRIS_313-9968,SriLanka,9.20833,80.56917,1.3,22.1,15.5,33.6,2.2,6,35.8,30.6,24.3,17.4,1,0.1,1,0.1,220.5930023,110
IRIS_313-9970,SriLanka,8.56833,81.07889,1.34,24.4,17,32.9,2.04,6,29.2,37.9,31.2,12,1,0.1,1,0.1,233.6000061,86
